REGION,COUNTRY,KW1,KW2,PROJECT TITLE,CLIENT,Name of Client,Duration  (months),EUR Value of assignment,Origin of funding,Start Year,Duration
Americas,Nicaragua,ENM,GCS,"Technical Assistance to the Environmental Secretariat of the Government of RAAS, Nicaragua ",Danida,"Ministry of Foreign Affairs, Denmark",15 Months,"30,510",Denmark,2005,15 Months
Africa,Namibia,ENM,WS,"Capacity Development related to Cleaner Production, Industrial Planning and water resources in Namibia",Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,2003,1 Months
Africa,South Africa,ENM,GCS,"Environmental Justice Programme of Legal Resources Centre, Republic of South Africa",LRC,,1 Months,1,,2003,1 Months
Africa,Zambia,ENM,WS,Review and Appraisal of the Lusaka Solid Waste and Sanitation Management Project.,Danida,"Ministry of Foreign Affairs, Denmark",11 Months,"72,730",Denmark,2003,11 Months
Africa,South Africa,ENM,GCS,Management Specialist Services to the Environmental Justice Project in the Legal Resource Centre.,Danced,"Danish Environmental Protection Agency, Danced",36 Months,"60,010",Denmark,2001,36 Months
Africa,South Africa,ENM,SE,Project Formulation Mission  - Human Resource Development at SACUDE-SLUSE in Southern Africa (Botswana and South Africa). ,Danced,DANCED,1 Months,1,Denmark,2001,1 Months
Africa,South Africa,ENM,SE,"Review Mission on the Basel Convention, Regional Training and Technology Transfer Centre.",Danida,"Ministry of Foreign Affairs, Denmark",51 Months,107700,Denmark,2001,51 Months
Africa,Swaziland,ENM,GCS,Management Consultant - Capacity Building Support to Yonge Nawe Action Group.,Danced,DANCED,1 Months,1,Denmark,2001,1 Months
Africa,Zimbabwe,ENM,SE,Follow-up to SANTREN - Capacity Development in Cleaner Production and ICZM (MIFRESTA),Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,2001,1 Months
Asia,Malaysia,ENM,SE,Review of Malaysian and Thai University Consortium for Environment and Development  - Industry and Urban Areas (I&UA) and Sustainable Land Use and Natural Resource Management,Danced,Danish Environmental Protection Agency (Danced),2 Months,"204,700",Denmark,2001,2 Months
Africa,Botswana,ENM,WS,"Desk Appraisal - Water Conservation and Water Demand Management Project, Botswana",Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,2000,1 Months
Africa,South Africa,ENM,GCS,Appraisal of the Legal Resources Centre: Environmental Justice Project.,Danced,DANCED,41 Months,"99,290",Denmark,2000,41 Months
Africa,South Africa,ENM,GCS,Redesign Mission for Danced support to Capacity Building of Environmental NGOs through strengthening Yonge Nawe.,Danced,DANCED,1 Months,1,Denmark,2000,1 Months
Africa,Zimbabwe,ENM,SE,"Review of support to the Southern African Network for Training on the Environment (SANTREN), Capacity Building in Cleaner Production and Integrated Coastal Zone Management (Malawi, South Africa, Zambia, Zimbabwe).",Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,2000,1 Months
Asia,Vietnam,ENM,SE,"Training Needs Assessment in the Department of Science, Education and Environment/ Ministry of Planning and Investment",Danida,"Ministry of Foreign Affairs, Denmark",22 Months,"40,268",Denmark,2000,22 Months
Global,Global,ENM,AM,Revision of Danida’s Guidelines for Environmental Assessment for Sustainable Development,Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1999,1 Months
Global,Global,ENM,AM,OECD-DAC Synthesis Study “Lessons of Donor Support for Institutional Capacity Development in Environment.,Gov. of Holland,,1 Months,1,Holland,1997,1 Months
Asia,Philippines,ENM,WS,Pasig River Rehabilitation Project (5 years),Danida,"Ministry of Foreign Affairs, Denmark",1 Months,1,Denmark,1995,1 Months
Global,Global,FM,GMD,A Data quality review for the African Guarantee Fund for small and medium-sized  enterprises (AGF),AGF,African Guarantee Fund - for small and medium-sized enterprises LTD,1 Months,"17,117",African Guarantee Fund,2019,1 Months
Global,Global,FM,GMD,Evaluation of the Swedfund/Swedpartnership Programme,Niras,NIRAS Sweden AB,4 Months,"27,628",Sweden,2018,4 Months
Africa,Mozambique  ,FM,ARD,Assessment and Strategy MinAG ,ACE Asesores de Comercio Exterior S.L.,ACE Asesores de Comercio Exterior S.L.,14 Months,"75,360",0,2008,14 Months
Global,Global,FM,FM,EVALUATION OF EIB'S MANDATE ACTIVITY,Cowi Belgium/EIB,Cowi Belgium,10 Months,"125,050",Belgium,2019,10 Months
Europe,Russia,FM,FM,"Assistance by an Independent Consultant in tendering and Award of Consultancy services for the Financial Services Component  of the Economic Development Support Programme in Kaliningrad and Pskov Oblasts, Russia.",Danida,"Ministry of Foreign Affairs, Denmark",2 Months,"31,290",Denmark,2006,2 Months
Africa,Somalia,GCS,AM,Review of the resilience interventions supported by Danish Refugee Council in the Somalia Country Programme (2019 - 2023),Danida,"The Ministry of Foreign Affairs of Denmark, Danida",6 Months,"29,011",Denmark,2019,6 Months
Global,Global,GCS,GMD,E+N170:N178valuation of ITP 288 “The role of labour market policy in poverty alleviation”,Indevelop Sweden AB,Indevelop Sweden AB for SIDA,6 Months,"23,525",Sweden,2015,6 Months
Asia,Jordan,GCS,GMD, Support to Programming of the DAPP 2017-2021,Danida,"Danida, Ministry of Foreighn Affairs, Denmark",11 Months,143781.6804,,2017,11 Months
Asia,Laos  ,GCS,SE,Mid-term Review of the Indicative Cooperation Programme ICP IV 2016-2020 between the Grand Duchy of Luxembourg and Lao People’s Democratic Republic,"Ministry of Foreign Affairs of Luxembourg, Directorate for Development Cooperation	","Ministry of Foreign Affairs of Luxembourg, Directorate for Development Cooperation",8 Months,"99,976",0,2019,8 Months
Africa,Kenya  ,GCS,ENM,"End evaluation of programme to support civil society on energy, climate, land rights and natural resources, 2011-2015.",Indevelop Sweden AB,Indevelop Sweden AB for Sida,4 Months,"26,115",Sweden,2016,4 Months
Global,Global,GCS,GMD,"Evaluation of the European Union's co-operation with the Region of Eastern Africa, Southern Africa and the Indian Ocean (EA-SA-IO)",ADE for EU,"ADE for EU, Aid Delivery Methods - Support Team",16 Months,"399,844",EU,2016,16 Months
Asia,Vietnam,GCS,ENM,Final Evaluation of Plan's Country strategy 2005-2010,Plan,Plan International,3 Months,"32,490",Plan Int.,2010,3 Months
Global,Global,GCS,GCS,Power Mapping & Perception Audit,DSW,Deutsche Stifung Weltbevölkerung,6 Months,"11,524",Germany,2018,6 Months
Africa,Morocco,GCS,SE,Support to Programming of the DAPP 2017-2021,Danida,"Danida, Ministry of Foreign Affairs, Denmark",11 Months,"143,782",Denmark,2017,11 Months
Africa,Tunisia,GCS,SE,Support to Programming of the DAPP 2017-2021,Danida,"Danida, Ministry of Foreign Affairs, Denmark",11 Months,"143,782",Denmark,2017,11 Months
Africa,Egypt,GCS,SE,Support to Programming of the DAPP 2017-2021,Danida,"Danida, Ministry of Foreign Affairs, Denmark",11 Months,"143,782",Denmark,2017,11 Months
Asia,Jordan,GCS,SE,Support to Programming of the DAPP 2017-2021,Danida,"Danida, Ministry of Foreign Affairs, Denmark",11 Months,"143,782",Denmark,2017,11 Months
Global,Global,GCS,GMD,Evaluation  af  ITP  291  abcd -  Private  Sector  Development  (Private  Sector Growth Strategies and Strategic Business Management),Indevelop Sweden AB,Niras Indevelop Sweden AB for SIDA,4 Months,"50,573",,2017,4 Months
Asia,Jordan  ,GCS,GMD,A performance assessment of the Swedish development cooperation in the MENA region 2010-2015 ,Indevelop Sweden AB,Indevelop Sweden AB for Sida,4 Months,"40,703",Sweden,2014,4 Months
Global,Global,GCS,AM,Aid Delivey Methods in Fragile/Crisis Contexts - Case of Trust Funds,ADE,ADE for EU,2 Months,"15,640",EU,2012,2 Months
Africa,Tanzania  ,GCS,ENM,Joint Technical Review of the Environmental Management Act Implementation Support Programme,Danida,Danida,4 Months,"29,520",0,2011,4 Months
Africa,Uganda  ,GCS,GMD,"Review of: (1) Development Assistance to Refugee Hosting Areas, Phase II (DAR2), and (2) Restoration of Agricultural Livelihoods in Northern Uganda, Phase II (RALNUC2)",Danida,Danida,2 Months,"26,690",Danida,2011,2 Months
Asia,vietnam,GCS,ENM,Support to formulation of Plan Country strategy,Plan,Plan International,1 Months,"11,400",Plan Int.,2011,1 Months
Africa,Benin,GCS,SE,Programme d’appui à la Croissance économique et à la promotion de l’emploi au Benin,Danida,"Ministry of Foreign Affairs, Denmark",2 Months,"72,860",Denmark,2010,2 Months
Africa,Benin,GCS,SE,Appraisal of the Productive growth & employment programme in Benin,Danida,"Ministry of Foreign Affairs, Denmark",3 Months,"10,880",Denmark,2010,3 Months
Africa,Togo ,GCS,SE,Appraisal of LO/FTF councils regional programme for West Africa: Decent Employment in Africa,Danida,"Ministry of Foreign Affairs, Denmark",2 Months,"52,050",Denmark,2010,2 Months
Africa,Ghana,GCS,SE,Appraisal of LO/FTF councils regional programme for West Africa: Decent Employment in Africa,Danida,"Ministry of Foreign Affairs, Denmark",2 Months,"52,050",Denmark,2010,2 Months
Africa,Benin,GCS,SE,Appraisal of LO/FTF councils regional programme for West Africa: Decent Employment in Africa,Danida,"Ministry of Foreign Affairs, Denmark",2 Months,"52,050",Denmark,2010,2 Months
Africa,Togo ,GCS,SE,Appraisal of LO/FTF councils regional programme for West Africa: Decent Employment in Africa,Danida,"Ministry of Foreign Affairs, Denmark",2 Months,"13,020",Denmark,2010,2 Months
Africa,Ghana,GCS,SE,Appraisal of LO/FTF councils regional programme for West Africa: Decent Employment in Africa,Danida,"Ministry of Foreign Affairs, Denmark",2 Months,13020,Denmark,2010,2 Months
Africa,Benin,GCS,SE,Appraisal of LO/FTF councils regional programme for West Africa: Decent Employment in Africa,Danida,"Ministry of Foreign Affairs, Denmark",2 Months,"13,020",Denmark,2010,2 Months
Asia,Vietnam,GCS,ENM,Child rights situational analysis,Plan,Plan International,5 Months,"6,050",Plan Int.,2010,5 Months
Asia,Bangladesh,GCS,GCS,A Diagnostic Study of Civil Society in Bangladesh with special focus on challenges and opportunities for Development Partner support,Danida,"Ministry of foreign Affairs, Denmark; DANIDA",4 Months,"67,148",Denmark,2019,4 Months
Asia,Iraq,GCS,GCS,Mid-Term Review of the Syria/Iraq Regional Stabilisation Programme (2016-2018): Supporting ISIL-liberated areas in Iraq and opposition-controlled areas in Syria,Danida,Danish Ministry of Foreign Affairs,3 Months,"29,650",Denmark,2017,3 Months
Asia,Turkey,GCS,GCS,Mid-Term Review of the Syria/Iraq Regional Stabilisation Programme (2016-2018): Supporting ISIL-liberated areas in Iraq and opposition-controlled areas in Syria,Danida,Danish Ministry of Foreign Affairs,3 Months,"29,650",Denmark,2017,3 Months
Global,Global,GCS,GCS,"Evaluation of the European Instrument for Democracy and Human Rights (EIDHR)
",ade,"ADE for EU, Aid Delivery Methods - Support Team",17 Months,"299,988",EU,2017,17 Months
Global,Global,GCS,GCS,Review of Danish Institute of Human Rights,Danida,"Danida, Ministry of Foreign Affairs, Denmark",6 Months,"115,538",Denmark,2013,6 Months
Africa,Burkina Faso,GCS,GCS,"Support to the dialogue between the partners of ""Fund manager in support of civil society organisations in Burkina Faso""",Oxfam Ibis,Oxfam IBIS,1 Months,"7,016",Denmark,2017,1 Months
Asia,Afghanistan,GCS,GCS,Provision of Impact study of Rupani Foundation in Afghanistan,RP,Rupani Foundation,3 Months,"15,083",US,2018,3 Months
Global,Global,GCS,GCS,Danida Fellowship Course - NGO Management (sub-consultant).,Danida Fellowship Centre,EU-net A/S,10 Months,"13,440",Denmark,2001,10 Months
Africa,Ghana,GCS,GCS,Value for Money study of the Danish support to the Judicial Services in the period 2013 to September 2015,Danida,"Danida, Ministry of Foreign Affairs, Denmark ",7 Months,"130,860",Denmark,2016,7 Months
Asia,Myanmar  ,GCS,GCS,Formulation mission: Support for Basic Education - Danish Country Programme for Myanmar 2016-2020,Danida,"Danida, Ministry of Foreign Affairs, Denmark ",3 Months,"32,862",Denmark ,2015,3 Months
Americas,Nicaragua,GCS,GCS,Support of Change Management in MS-Action-Aid Nicaragua,MS,ActionAid,5 Months,26268.38063,,2014,5 Months
Africa,Uganda  ,GCS,GCS,"Baseline Study on Democracy, Justice, Human Rights and Accountability ",Danida,"Danida, Ministry of Foreign Affairs, Denmark",5 Months,"120,382",Denmark,2013,5 Months
Africa,Uganda  ,GCS,GCS,Mid-Term/Annual Review of the Democratic Governance Facility (DGF),Danida,"Danida, Ministry of Foreign Affairs, Denmark",4 Months,88951.61654,Denmark,2013,4 Months
Global,Global,GCS,GCS,Drafting of a Staff Handbook Staff Fragility ,ADE,"ADE for EU, Aid Delivery Methods - Support Team",10 Months,"50,271",EU,2013,10 Months
Americas,Guatemala,GCS,GCS,Assist the board of director of the Mechanism (Consejo Directivo) for Indigenous people “Oxlajuj Tz’ikin in the preparation of the new proposal programme.,SIDA,Sida - Swedish International Development Cooperation Agency,1 Months,"10,980",Sweden,2013,1 Months
Africa,South Africa  ,GCS,GCS,Support to Program Formulation and Evaluation in Southern Africa for 3 F,3F,3F,3 Months,"25,900",0,2011,3 Months
Asia,Philippines,GCS,GCS,Appraisal of UL's Regional Programme: ”Support to Decent Work in Asia - a regional programme”,Danida,"Danida, Ministry of Foreign Affairs, Denmark",3 Months,"42,440",Denmark,2011,3 Months
Asia,Cambodia,GCS,GCS,Appraisal of UL's Regional Programme: ”Support to Decent Work in Asia - a regional programme”,Danida,"Danida, Ministry of Foreign Affairs, Denmark",3 Months,42440,Denmark,2011,3 Months
Asia,Nepal  ,GCS,GCS,Appraisal of UL's Regional Programme: ”Support to Decent Work in Asia - a regional programme”,Danida,"Danida, Ministry of Foreign Affairs, Denmark",3 Months,42440,Denmark,2011,3 Months
Asia,Singapore,GCS,GCS,Appraisal of UL's Regional Programme: ”Support to Decent Work in Asia - a regional programme”,Danida,"Danida, Ministry of Foreign Affairs, Denmark",3 Months,"42,440",Denmark,2011,3 Months
Asia,Pakista,GCS,GCS,Appraisal of UL's Regional Programme: ”Support to Decent Work in Asia - a regional programme”,Danida,"Danida, Ministry of Foreign Affairs, Denmark",3 Months,42440,Denmark,2011,3 Months
Africa,Uganda,GCS,GCS,"Finalising the design of Danish contribution to the Justice, Law and Order Sector in Uganda ",Danida,"Ministry of Foreign Affairs, Denmark",2 Months,12430,Denmark,2010,2 Months
Asia,Vietnam,GCS,GCS,Child Rights Situational Analysis,DFID,DFID,2 Months,"24,210",UK,2010,2 Months
Global,Global,GCS,GCS,"Process Consultancy, evaluation of the danish Neighbourhood Programme",Danida,"Ministry of Foreign Affairs, Denmark",5 Months,"21,890",Denmark,2010,5 Months
Americas,Guatemala,GCS,GCS,“Institucionalización de la Política Nacional de promoción y Desarrollo de las mujeres Guatemaltecas en los Procesos Prioritarios del gobierno y en las estructuras del organismo Ejecutivo” de la Secretaría Presidencial de la Mujer-SEPREM-,Embassy of Sweden in Guatemala ,Embassy of Sweden in Guatemala ,2 Months,"28,041",Sweden,2010,2 Months
Americas,Bolivia,GCS,GCS,Assistance in preparation of programme component on access to Justice in Bolivia,Danida,"Ministry of Foreign Affairs, Denmark",8 Months,"65,699",Denmark,2009,8 Months
Americas,Guatemala,GCS,GCS,Evaluation of the program Modernization and Legislative Agenda of the Congress through OAS and Interpeace in Guatemala,Embassy of Sweden in Guatemala ,Embassy of Sweden in Guatemala ,2 Months,"29,132",Sweden,2009,2 Months
Africa,Benin,GCS,GCS,Formulation of Danish Support to Democracy and the Rule of Law in Benin 2009 - 2011,Danida,"Ministry of Foreign Affairs, Denmark",6 Months,"66,360",Denmark,2008,6 Months
Africa,South Africa,GCS,SE,Støtte til formulering af program for 3F i det Sydlige Afrika,3F,"Specialarbejderforbundet i Danmark, SID",3 Months,"30,370",Denmark,2007,3 Months
Americas,Guatemala,GCS,GCS,"End Review of the Programme on democratic ""Values and Political Management""",Norwegian embassy in Guatemala,,2 Months,"35,876",Norway,2008,2 Months
Americas,Guatemala,GCS,GCS,"End Review of the program “Democratic Values and Political Management”,",Embassy of Sweden & Norwegian Embassy in Guatemala,Embassy of Sweden in Guatemala & the Norwegian Embassy in Guatemala ,3 Months,"61,260",Sweden,2008,3 Months
Americas,Guatemala,GCS,GCS,"End Review of the Programme on democratic ""Values and Political Management Support to the legally registered Political Parties""""",Sida,Swedish International Development Cooperation Agency - Sida ,1 Months,"15,452",Sweden,2008,1 Months
Americas,Guatemala,GCS,GCS,"Evaluation of the project:  “Financing mechanism in support of indigenous people, Oxlajuj Tz’ikin”",Embassy of Sweden in Guatemala ,Embassy of Sweden in Guatemala ,2 Months,"30,630",Sweden,2008,2 Months
Americas,Guatemala,GCS,GCS,"Formulation of second phase for the project:  “Financing mechanism in support of indigenous people, Oxlajuj Tz’ikin”",Embassy of Sweden in Guatemala ,Embassy of Sweden in Guatemala ,2 Months,"10,890",Sweden,2008,2 Months
